Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
Prince Edward Island,Canada,46.5107,-63.4168,0,1,1,1,1,0,-3,-1,-1,-3,1,7,-3,-4,-3,-1,-3,-7,-11,-1,-3,-11,-6,1,-1,-2,3,1,0,-4,-6,-3,-1,-1,0,0,-2,-5,-1,-6,-9,1,0,0,0,-13,-8,0,1,-6,1,-12,-8,0,2,2,2,0,0,0,0,0,0,2,3,0,-1,-4,0,-4,0,0,-2,1,3,-1,-3,1,0
,Central African Republic,6.6111,20.9394,37,35,35,36,35,35,36,37,37,36,36,35,36,37,38,39,38,38,36,37,36,36,35,35,35,36,37,37,38,38,38,37,37,38,37,37,37,39,39,38,37,37,37,37,38,39,39,39,36,39,38,39,40,39,41,36,38,39,40,40,39,36,38,40,39,40,38,41,39,38,38,35,37,38,38,40,40,37,38
,Congo (Brazzaville),-4.0383,21.7587,31,29,29,31,27,33,30,29,27,28,30,32,33,35,35,35,32,26,32,34,34,34,35,34,33,33,33,31,32,32,33,32,29,33,25,28,34,35,32,34,27,34,36,29,29,34,33,33,32,31,34,37,34,32,27,34,36,28,36,37,33,34,31,37,37,34,36,34,31,33,34,31,30,35,36,31,25,32,34
,Equatorial Guinea,1.5,10.0,30,29,31,30,30,30,31,29,29,29,29,30,31,30,29,30,27,30,30,30,31,32,32,31,32,32,30,30,30,29,29,30,29,28,30,29,30,29,30,30,31,30,28,30,31,31,30,27,29,31,30,29,29,30,30,31,27,31,30,30,31,31,31,30,31,29,27,31,32,31,29,31,30,30,30,30,30,28,30
Mayotte,France,-12.8275,45.1662,28,29,29,29,28,29,28,28,28,28,29,28,28,28,28,28,28,28,29,29,29,28,27,27,27,28,29,29,29,29,27,28,28,29,28,28,28,28,28,29,29,29,29,29,29,29,30,29,29,30,29,29,28,29,30,28,29,28,29,29,29,28,29,29,29,29,28,28,29,29,29,30,28,29,29,29,29,29,28
,Uzbekistan,41.3775,64.5853,8,8,7,4,3,2,0,2,3,7,5,2,1,2,3,1,3,5,5,4,2,0,8,8,1,2,2,3,4,7,9,13,14,4,9,12,8,16,19,14,5,3,2,5,10,4,5,5,2,5,11,11,9,11,13,21,14,7,10,14,18,19,11,13,11,9,3,6,10,13,15,17,19,21,24,24,23,22,22
Netherlands,Netherlands,52.1326,5.2913,3,4,9,7,7,6,8,11,12,7,7,10,8,10,10,9,9,7,8,7,5,6,7,4,3,8,9,5,6,9,11,11,10,10,6,8,9,8,10,11,8,5,7,7,8,12,15,9,9,7,10,9,12,11,10,8,6,3,7,10,9,7,8,9,7,8,10,9,9,11,13,9,8,11,11,13,13,14,10
Nova Scotia,Canada,44.681999999999995,-63.7443,3,3,3,5,4,0,-3,2,0,-3,3,9,2,-1,0,1,0,-7,-8,1,-2,-7,-3,3,2,1,6,4,-1,-2,-5,3,1,0,2,3,1,-2,9,-2,-3,4,1,2,1,-9,-4,3,4,-3,5,-7,-4,3,5,5,5,6,1,1,2,0,2,7,6,3,4,-3,3,6,3,4,4,3,7,2,0,2,5
Guadeloupe,France,16.25,-61.5833,30,30,29,29,27,28,29,29,29,29,28,28,28,28,28,28,28,29,27,28,29,28,28,29,29,29,29,29,29,29,29,30,29,29,29,28,29,29,29,29,28,29,28,29,28,28,28,28,28,28,28,28,29,29,29,29,29,28,28,29,29,29,28,29,29,28,29,29,29,29,29,29,29,29,29,28,29,29,29
,Benin,9.3077,2.3158,34,31,31,33,35,34,35,36,37,36,35,35,37,36,37,36,35,35,34,35,36,37,35,35,35,35,36,36,37,37,37,36,35,35,36,35,36,36,37,37,37,36,35,35,37,37,37,38,38,37,37,38,39,39,39,37,39,39,39,40,39,37,38,38,39,38,39,38,38,39,39,41,38,37,38,39,38,39,39
,Liberia,6.4281,-9.4295,34,34,34,34,34,35,34,35,35,36,33,35,36,35,35,37,36,36,35,35,33,31,34,35,35,35,35,34,36,36,36,36,34,36,36,36,36,36,36,36,36,32,36,36,36,37,37,36,36,35,35,33,35,35,33,36,37,35,34,36,36,37,34,35,33,33,34,33,33,30,33,34,35,32,30,32,33,32,33
Curacao,Netherlands,12.1696,-68.99,29,29,29,29,28,27,27,28,28,29,28,29,28,28,28,28,29,28,28,29,29,29,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,29,29,29,28,28,28,28,28,28,29,28,28,28,28,28,29,28,28,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,28,29,29,29,29,29,27,29,29
,Somalia,5.1521,46.1996,33,33,33,34,33,33,32,33,33,33,34,33,32,32,32,31,32,33,32,33,33,33,35,35,35,34,34,33,33,33,33,33,33,34,34,34,35,35,34,34,35,35,36,36,33,34,36,36,34,35,35,36,35,35,36,35,35,36,36,36,36,36,36,36,37,37,36,36,35,36,36,36,37,37,37,35,37,37,35
,Tanzania,-6.369,34.8888,28,29,30,29,30,29,27,28,27,23,26,22,27,28,26,25,27,26,26,28,29,26,25,26,23,25,26,23,24,25,27,24,24,25,27,26,25,30,30,30,31,29,28,27,23,26,27,30,29,30,30,29,29,30,30,26,27,28,24,27,29,25,26,22,26,27,28,28,25,28,28,26,26,27,29,27,25,25,23
Virgin Islands,US,18.3358,-64.8963,27,27,27,27,27,26,26,27,27,27,27,27,26,27,26,26,26,26,26,26,26,26,27,27,25,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,27,27,27,27,26,26,26,26,26,26,27,26,27,26,26,26,27,27,27,26,26,26,25,27,27,26,27,26,26,26,26,26
Cayman Islands,United Kingdom,19.3133,-81.2546,28,29,29,29,29,28,26,27,27,28,28,28,28,28,28,28,28,27,28,28,28,26,22,24,26,26,26,27,27,28,28,28,28,27,26,28,28,28,28,29,28,28,28,28,29,28,28,28,28,29,29,28,28,26,27,28,28,28,28,26,25,26,27,28,29,29,28,27,25,26,27,27,27,28,28,28,28,28,28
Reunion,France,-21.1351,55.2471,28,28,27,26,26,28,28,29,28,27,27,28,29,29,29,29,29,29,29,30,28,28,29,27,27,27,27,26,27,27,28,28,29,29,29,28,28,28,28,28,28,28,30,30,29,29,28,27,28,28,28,27,27,28,28,29,29,29,29,28,29,29,29,29,29,29,27,28,29,29,28,29,28,27,28,27,27,28,27
,Barbados,13.1939,-59.5432,26,26,26,26,25,25,25,26,26,25,26,24,25,25,25,25,26,26,25,25,26,25,24,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,25,25,25,26,26,25,25,25,26,27,26,26,27,26,26,25,25,25,25,26,26,26,26,26,26,26,25,26,26,26,24,25,26,26,26
,Montenegro,42.5,19.3,6,7,10,10,5,4,6,7,9,8,9,8,11,10,11,13,10,9,8,7,9,9,10,10,9,9,9,7,10,9,9,11,13,11,9,6,3,6,8,9,6,11,11,11,9,10,11,12,13,11,8,10,10,10,13,13,9,8,6,8,7,11,9,8,10,8,9,7,11,11,12,16,16,14,11,12,13,15,14
,Kyrgyzstan,41.2044,74.7661,-5,-6,-7,-7,-8,-5,-6,-7,-8,-7,-5,-3,-1,-2,-4,-6,-9,-9,-8,-7,-6,-7,-6,-6,-4,-5,-7,-7,-9,-9,-8,-9,-7,-5,-5,-6,-4,-5,-4,-2,0,0,1,0,-1,-3,-3,-6,-4,-6,-4,-1,0,0,1,0,0,2,2,1,2,2,2,2,0,0,0,-1,1,0,1,3,4,4,4,5,5,6,7
,Mauritius,-20.2,57.5,30,30,29,29,28,29,30,30,30,29,30,31,30,32,32,31,31,32,31,31,30,27,30,28,28,28,27,27,28,30,29,31,31,31,30,30,30,30,30,30,30,30,30,31,32,30,30,30,30,30,30,30,31,31,31,32,29,28,30,30,31,30,30,31,30,30,30,30,28,27,31,31,29,29,30,29,29,30,30
Aruba,Netherlands,12.5186,-70.0358,29,29,29,29,29,29,28,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,28,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,28,28,29,29,28,29,28,29,29,29,29,29,29,29,29,30,29,29,29,29,29,29,29,29,29,29,29,28,29,29
,Zambia,-15.4167,28.2833,28,28,27,28,26,27,26,28,25,26,24,24,24,25,23,23,24,24,26,26,23,26,28,28,28,29,30,27,27,24,21,25,27,27,27,27,26,25,26,25,26,26,25,24,24,25,27,25,27,26,26,27,28,29,23,23,25,27,29,26,26,25,25,22,22,25,24,26,26,27,27,27,26,28,26,25,25,25,26
,Djibouti,11.8251,42.5903,26,26,25,24,26,27,26,25,25,27,23,23,23,23,22,22,21,24,24,25,26,24,22,23,25,23,23,21,22,22,22,23,24,21,22,23,24,24,25,26,26,25,21,22,23,24,24,24,25,27,27,27,26,25,25,28,25,26,28,28,29,28,26,28,29,29,28,27,25,27,25,25,24,26,27,26,27,27,27
,"Gambia, The",13.4432,-15.3101,35,35,35,33,33,32,31,32,33,34,35,35,35,35,34,36,36,36,36,37,36,34,35,37,39,37,39,39,39,39,40,40,38,38,38,39,38,38,38,38,38,39,39,39,40,39,40,40,40,40,40,40,39,36,41,41,41,41,40,40,41,41,41,42,42,42,41,41,41,41,41,41,41,40,40,39,39,38,38
Montserrat,United Kingdom,16.7425,-62.1874,25,25,25,25,25,24,24,25,25,25,25,24,24,24,24,24,24,24,23,23,24,24,24,25,24,24,24,25,25,24,25,25,25,25,25,25,25,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,23,24,24,25,24,24,25,25,25,25,24,25,24,24,24,24,25,25,23,24,25,25
,"Bahamas, The",25.0343,-77.3963,26,25,26,26,27,23,22,23,24,24,25,26,26,26,26,25,25,25,24,25,25,23,20,23,23,24,23,24,25,25,25,25,27,22,22,24,26,26,27,24,25,26,26,26,27,27,25,26,26,27,27,27,27,23,22,24,26,26,25,21,21,22,23,25,26,26,27,23,21,23,24,25,25,25,26,25,25,25,26
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-35,-29,-31,-34,-30,-31,-36,-29,-30,-34,-36,-26,-16,-31,-21,-30,-31,-36,-31,-34,-36,-30,-27,-27,-29,-33,-33,-38,-44,-41,-39,-44,-38,-41,-44,-37,-32,-21,-24,-30,-32,-30,-25,-34,-27,-30,-34,-33,-34,-37,-39,-34,-30,-33
New Caledonia,France,-20.9043,165.618,26,26,26,26,27,27,26,26,27,26,27,26,28,27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,28,28,28,28,28,28,28,29,28,28,27,28,29,29,29,29,28,28,28,27,28,28,28,28,28,28,27,27,28,28,28,28,29,28,29,29,28,29,29,29,29,29,29,29,30,30,28,28,27
Bermuda,United Kingdom,32.3078,-64.7505,21,21,18,20,21,22,17,19,20,17,18,20,21,20,20,20,20,16,15,18,20,17,17,18,20,20,20,19,18,17,16,16,19,20,20,19,20,20,21,20,19,19,21,21,21,21,18,18,19,20,21,21,22,16,16,17,18,21,21,19,19,15,16,18,21,21,21,17,15,17,19,20,21,21,21,21,18,19,20
,Chad,15.4542,18.7322,28,24,23,25,26,28,30,29,29,32,33,32,34,35,34,31,28,26,28,30,29,28,27,27,29,30,31,32,31,31,30,30,31,32,31,31,32,34,33,32,30,29,29,32,33,34,35,32,33,32,34,35,34,33,28,30,33,37,38,37,38,38,39,39,39,39,40,42,41,39,37,29,30,33,35,36,38,38,38
,El Salvador,13.7942,-88.8965,30,30,29,30,31,28,30,30,29,32,32,33,32,33,33,33,32,33,33,32,31,30,29,30,31,31,31,30,30,31,33,33,33,32,32,33,32,32,33,33,33,33,33,33,33,34,34,34,34,36,36,36,34,33,34,32,31,33,30,31,31,35,35,33,33,36,34,32,32,34,34,35,35,34,33,35,35,34,34
,Fiji,-17.7134,178.065,28,29,30,31,31,32,30,31,31,31,30,28,27,30,29,27,25,29,29,30,30,31,30,31,31,32,30,32,31,30,32,32,29,32,31,30,30,30,29,30,31,33,31,30,28,30,31,30,27,31,32,33,31,29,33,34,31,31,33,33,32,29,32,33,29,31,30,29,28,28,28,28,28,31,32,28,29,27,27
,Nicaragua,12.8654,-85.2072,30,28,29,30,30,31,28,29,29,28,29,28,28,29,27,28,27,27,28,29,29,30,28,28,29,28,29,30,30,30,30,30,31,31,30,30,30,31,31,30,29,30,30,30,30,31,30,29,30,30,31,31,30,31,31,31,31,33,32,31,27,30,30,32,32,32,32,31,30,29,30,30,31,32,31,31,31,31,31
