Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
"Bon Homme, SD",US,42.9815,-97.8722,-8,-2,-3,-10,0,-4,-5,-10,-5,-10,-21,-14,-9,-12,-13,-23,-13,-15,-22,-24,-19,-2,-4,-5,-7,-6,-4,-5,-5,-2,-1,-4,1,-2,-9,-9,-8,-12,-14,-5,-7,-6,-1,-23,-16,-3,-5,-3,-8,-13,-17,-5,-4,-2,-4,-2,-8,-4,-1,-2,0,-3,0,0,3,-4,2,6,-1,-6,-3,4,-3,-2,-2,0,-2,2,5
"Socorro, NM",US,33.8837,-106.7235,-5,-1,-4,-4,-3,-1,-5,-5,-1,0,-7,-3,-2,-3,0,3,2,-2,-2,-1,2,1,-1,-1,0,-1,0,0,-3,-1,-1,-3,-2,0,2,-8,-6,0,0,1,6,-1,-4,-4,-3,0,0,2,2,1,1,-1,2,5,0,0,-6,-3,0,1,3,2,1,1,0,2,3,9,3,5,9,9,10,3,4,4,7,6,3
"Bernalillo, NM",US,35.0178,-106.6291,-6,-1,-5,-4,-3,-1,-6,-5,-1,0,-7,-3,-3,-3,0,1,0,-4,-3,-1,2,2,0,-1,-1,-1,0,0,-3,-1,-1,-2,-2,0,-1,-9,-6,0,0,1,3,-2,-3,-4,-3,0,0,1,2,1,0,-1,2,4,0,0,-6,-3,-1,1,3,1,1,1,1,2,3,9,2,5,7,8,10,3,5,4,7,5,3
"Oakland, MI",US,42.5922,-83.3362,-3,0,2,0,-2,-1,-1,-5,-9,3,6,-6,-3,-1,-2,0,-8,-5,-8,-12,-10,-8,-4,0,0,0,0,0,-3,-3,-2,-5,0,0,0,-6,-4,-3,-6,-5,0,-3,-5,-1,-16,-12,-2,-6,-1,-7,-11,-11,-5,-2,0,0,-1,-7,-9,-7,-8,3,-1,0,-4,0,-6,0,5,9,0,3,3,-1,-1,-4,2,0,2
"Wayne, MI",US,42.2791,-83.3362,-3,0,3,1,-2,0,-2,-4,-8,4,7,-5,-2,0,-2,0,-7,-4,-9,-11,-9,-8,-3,0,1,0,0,0,-2,-2,-1,-4,0,0,1,-5,-4,-3,-4,-4,0,-2,-5,-1,-15,-12,-2,-6,0,-6,-9,-11,-4,-2,0,0,0,-7,-8,-7,-8,3,0,0,-4,0,-5,0,6,10,0,3,4,0,-1,-4,2,0,3
"New Castle, DE",US,39.5393,-75.6674,3,-2,6,7,2,0,0,-1,-4,-1,7,16,4,2,4,7,-2,-5,0,-5,-6,-5,-5,-1,5,1,1,3,2,-3,-2,0,0,0,5,3,2,5,0,-2,3,6,3,2,1,-9,-2,2,2,5,0,-5,-5,-4,-2,5,6,3,-1,-2,-3,0,4,6,3,1,1,-1,3,9,6,3,9,6,4,1,5,4,6
,Cuba,22.0,-80.0,17,17,17,16,18,13,13,14,16,18,18,17,18,18,16,17,16,16,16,16,16,9,10,12,13,14,14,15,16,17,17,17,16,11,13,16,17,19,17,17,18,18,18,17,17,16,15,16,18,18,18,16,16,15,14,15,18,17,15,12,11,12,15,17,18,17,17,14,13,14,15,15,16,18,17,16,16,16,17
,Guyana,5.0,-58.75,20,18,20,20,20,17,18,21,21,20,19,19,20,20,20,21,21,21,20,21,20,19,19,19,19,21,21,20,21,21,21,20,20,20,20,20,20,20,19,18,19,19,20,20,19,19,20,21,22,21,21,20,20,22,22,21,19,19,19,19,20,20,19,19,21,21,19,20,19,19,20,20,20,20,22,22,22,21,21
Australian Capital Territory,Australia,-35.4735,149.0124,9,9,16,16,13,14,15,14,14,14,12,8,12,12,17,15,15,12,15,13,12,17,14,12,15,13,15,14,13,17,23,23,11,5,9,14,15,14,13,14,16,15,17,15,15,15,14,14,11,8,12,11,13,12,13,16,10,6,12,11,16,11,13,15,14,12,11,10,8,9,9,9,7,4,6,6,7,11,13
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,3,1,2,4,4,2,2,0,-2,3,1,1,0,0,2,1,0,-1,0,2,5,3,3,3,3,0,-1,0,3,3,4,0,2,0,0,0,-1,1,4,0,0,0,-2,0,1,1,1,0,0,2,0,1,0,0,0,-1,-1,0,1,0,0,0,-1,-2,-2,0,3,1,4,1,-1,0,1,3,0,3,1,-1,-1
,Kazakhstan,48.0196,66.9237,-8,-3,-4,-7,-8,-10,-14,-14,-17,-15,-17,-14,-15,-5,-16,-8,-9,-8,-10,-14,-9,-6,-5,-8,-11,-5,-7,-18,-18,-17,-16,-15,-12,-6,-2,-9,-8,1,1,-13,-20,-19,-9,-13,-7,-6,-10,-17,-12,-12,-9,-4,-9,-13,-10,-2,-4,-9,-10,-8,-5,-12,-12,-11,-11,-18,-17,-14,-8,-5,-7,-10,-5,-3,4,2,-5,-6,-6
French Polynesia,France,-17.6797,149.4068,26,25,25,25,25,25,25,26,25,25,26,25,26,26,26,26,26,27,27,27,27,27,27,27,26,27,26,25,27,27,26,26,26,27,26,26,26,27,27,27,28,28,28,28,28,28,28,27,28,28,28,28,27,27,24,27,27,27,28,27,27,26,27,27,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25
Manitoba,Canada,53.7609,-98.8139,-12,-15,-13,-15,-11,-18,-21,-28,-18,-22,-28,-17,-14,-19,-28,-30,-26,-19,-23,-21,-14,-11,-17,-13,-12,-10,-15,-13,-13,-12,-8,-8,-11,-21,-25,-22,-30,-27,-21,-16,-18,-10,-32,-28,-23,-22,-28,-21,-26,-26,-18,-8,-7,-3,-11,-18,-24,-18,-18,-10,-5,-17,-13,-13,-11,-11,-16,-21,-22,-24,-17,-7,-15,-20,-20,-13,-22,-26,-24
Saskatchewan,Canada,52.9399,-106.4509,-10,-8,-10,-12,-11,-13,-26,-26,-21,-31,-27,-19,-29,-32,-36,-39,-25,-21,-29,-25,-8,-13,-10,-10,-7,-7,-11,-7,-8,-8,-10,-8,-5,-24,-24,-16,-22,-20,-13,-15,-12,-9,-33,-34,-13,-27,-22,-20,-30,-33,-16,-9,-9,-9,-15,-20,-16,-14,-11,-8,-14,-11,-13,-8,-9,-6,-10,-18,-24,-17,-9,-10,-20,-21,-14,-19,-15,-23,-21
,Ethiopia,9.145,40.4897,17,16,16,16,17,17,17,16,16,18,15,15,15,14,14,11,11,11,13,13,14,15,16,15,16,16,16,15,16,15,16,17,16,16,15,16,17,16,15,16,16,16,16,16,14,16,17,18,18,20,17,19,17,16,15,17,17,16,17,16,16,17,17,18,20,19,17,18,18,18,16,16,18,19,18,18,19,18,18
,Sudan,12.8628,30.2176,16,16,13,13,11,14,15,12,10,7,9,11,13,15,16,18,14,12,12,11,10,10,9,10,10,11,10,11,11,13,12,12,13,14,13,13,17,19,16,15,11,11,12,12,14,16,17,17,16,17,15,15,16,17,14,13,13,17,16,15,15,15,16,18,18,21,21,23,21,18,21,20,18,17,19,17,18,17,16
,Guinea,9.9456,-9.6966,13,13,12,9,10,12,16,18,18,16,16,17,16,15,17,16,16,17,16,18,22,21,20,16,14,14,14,14,14,16,18,14,16,13,13,13,13,14,13,15,18,19,17,16,13,13,15,15,16,18,23,24,21,20,20,21,17,18,18,17,18,18,18,18,19,19,20,22,21,21,20,20,16,18,20,21,24,21,20
Grand Princess,Canada,37.6489,-122.6655,10,10,10,11,10,9,8,10,10,8,10,9,9,9,8,9,8,7,9,9,11,10,10,10,11,12,10,11,10,11,10,10,11,7,8,8,9,9,9,9,11,11,10,8,8,9,10,9,10,8,9,10,10,9,9,11,11,11,11,10,8,11,11,10,10,10,9,8,9,11,11,10,10,9,9,6,7,9,9
,Kenya,-0.0236,37.9062,18,18,17,17,19,19,19,18,17,17,18,18,18,18,17,17,18,18,17,18,18,19,20,19,19,19,19,18,18,18,17,18,18,17,17,17,17,19,18,18,18,19,19,20,19,19,19,19,19,18,20,19,20,19,19,19,20,19,19,20,20,19,19,19,19,20,20,20,20,20,20,20,19,19,19,20,19,19,19
,Antigua and Barbuda,17.0608,-61.7964,23,23,24,24,24,23,23,23,24,24,23,23,23,23,23,23,23,23,23,23,22,23,23,23,22,22,22,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,22,23,23,23,23,23,22,22,22,22,23,22,22,22,22,23,22,23,23,23,23,23,22,22,23,23,23,23,23,22,22,22,23,23
Alabama,US,32.3182,-86.9023,0,8,15,12,0,1,10,0,1,14,19,9,15,17,14,17,9,10,4,-2,-4,-4,2,8,0,1,7,0,5,0,6,7,0,5,11,17,17,2,1,2,9,16,13,13,1,-1,7,9,13,12,10,1,-1,0,8,13,7,1,-1,1,2,11,16,12,10,6,1,3,5,13,12,14,17,15,16,14,16,15,16
,Uruguay,-32.5228,-55.7658,20,16,15,15,17,19,17,14,18,20,20,17,16,17,24,14,11,13,18,21,21,20,17,16,18,19,18,12,19,18,16,16,18,19,20,21,22,23,22,16,11,14,16,18,21,20,20,22,22,16,18,14,11,11,14,17,11,12,15,15,17,16,17,16,15,16,16,17,19,18,19,23,19,23,18,15,15,18,17
,Ghana,7.9465,-1.0232,18,18,16,17,17,18,21,21,20,22,22,25,24,20,20,21,20,20,20,23,23,23,20,18,17,17,19,19,18,17,18,18,18,15,17,20,19,19,20,23,24,22,18,19,19,18,18,23,24,22,23,24,24,22,20,20,21,23,22,20,25,24,23,24,24,24,24,26,24,26,25,26,25,24,25,27,26,26,24
Puerto Rico,US,18.2208,-66.5901,19,20,20,19,18,19,18,18,19,19,19,20,19,18,18,17,17,18,18,19,18,18,19,18,18,19,18,18,17,18,17,19,17,18,18,18,19,18,19,18,18,18,18,18,19,18,19,19,19,19,18,17,18,17,18,19,19,17,16,17,19,19,18,18,18,18,17,19,19,19,18,18,18,18,18,17,19,19,19
,Namibia,-22.9576,18.4904,20,20,21,21,20,18,19,18,19,20,20,20,20,21,22,21,18,19,17,18,18,20,21,18,17,17,17,16,19,21,22,22,22,21,19,18,21,20,17,19,19,18,18,19,21,21,19,19,18,19,18,19,17,15,16,16,16,18,17,18,15,13,15,16,15,15,14,14,15,17,20,18,16,17,19,18,18,16,17
,Seychelles,-4.6796,55.492,24,24,24,24,24,23,24,24,24,23,24,25,24,24,24,24,23,23,24,25,25,26,25,25,24,25,24,25,24,23,23,24,24,25,25,25,25,25,24,25,25,25,25,24,24,25,25,25,25,25,25,26,26,25,25,24,24,25,24,25,25,25,25,24,24,25,25,25,25,24,24,25,25,24,25,25,25,25,25
,Trinidad and Tobago,10.6918,-61.2225,21,21,21,20,20,20,20,21,21,21,21,20,20,21,21,21,22,21,21,21,21,20,19,20,21,21,20,21,21,22,22,22,22,21,21,21,21,21,21,20,20,21,21,21,21,21,21,21,21,21,21,20,21,21,22,22,21,21,20,21,21,20,20,20,21,20,21,21,21,21,21,20,21,21,21,20,21,21,21
,Venezuela,6.4238,-66.5897,20,18,18,18,18,18,17,18,19,18,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,20,20,21,20,20,20,20,20,19,20,19,19,19,19,19,19,20,20,20,21,20,20,20,21,21,20,21,21,21,21,21,20,21,20,20,21,20,19,19,19,21,21,21,21,20,21,21,22,21,20,19,20,20,20
,Eswatini,-26.5225,31.4659,21,20,19,19,22,21,19,21,20,18,17,19,19,18,18,20,20,21,17,15,17,19,18,19,17,21,17,16,18,17,16,19,16,18,18,20,20,20,20,20,18,16,15,17,18,19,17,21,19,21,21,20,20,15,16,12,15,20,16,15,15,15,14,13,13,16,15,17,16,16,18,19,18,19,20,16,15,15,16
,Gabon,-0.8037,11.6094,21,20,21,21,21,21,21,20,18,18,20,20,21,21,21,21,20,20,20,21,21,21,21,20,20,21,21,21,21,20,21,20,19,18,20,21,20,21,21,20,21,19,20,19,20,21,20,19,20,20,21,21,21,20,21,21,19,22,21,20,20,19,21,20,21,20,19,20,21,22,20,19,21,21,20,20,20,21,21
,Guatemala,15.7835,-90.2308,17,16,18,20,16,15,16,17,17,18,18,19,19,19,18,17,18,18,19,18,17,15,14,16,17,16,16,17,18,19,19,20,17,14,16,17,19,21,19,17,17,18,18,18,20,17,16,16,18,18,18,18,18,18,15,17,20,17,15,15,15,17,18,19,19,19,16,17,17,18,18,17,16,17,17,17,17,17,17
,Mauritania,21.0079,10.9408,1,4,4,4,4,4,6,7,8,12,13,12,8,5,5,9,8,6,6,8,8,9,10,11,9,7,12,11,9,9,9,7,9,12,8,8,10,5,7,8,8,10,8,7,12,13,12,9,9,8,10,13,15,8,7,9,7,10,15,13,11,11,12,14,14,10,12,13,10,13,10,8,8,9,12,16,16,17,16
,Rwanda,-1.9403,29.8739,13,14,15,12,13,13,13,13,13,11,12,14,14,13,13,16,15,17,15,17,16,15,16,16,16,15,15,15,14,14,15,14,14,15,15,14,13,14,13,12,12,14,16,16,14,12,14,15,14,14,13,14,14,14,16,16,14,15,14,14,15,15,14,14,14,14,14,15,15,15,15,16,15,14,16,15,16,14,13
,Saint Lucia,13.9094,-60.9789,23,23,22,22,22,22,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,21,22,22,23,23,23,23,22,22,22,23,23,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,23
,Saint Vincent and the Grenadines,12.9843,-61.2872,25,25,25,25,24,24,25,25,24,25,25,25,24,24,25,25,25,25,24,24,25,24,24,24,25,24,24,24,25,25,25,25,24,25,24,24,25,25,25,25,25,24,24,24,24,25,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,Suriname,3.9193,-56.0278,19,20,20,20,22,21,21,22,21,21,19,21,21,20,21,21,21,21,22,21,21,20,19,19,21,21,21,21,22,22,22,21,21,21,22,20,19,19,20,20,20,21,21,21,21,20,21,21,21,21,21,20,21,23,22,22,21,19,19,21,21,20,20,22,21,20,19,20,20,21,20,20,21,22,22,22,23,22,22
French Guiana,France,3.9339,-53.1258,18,18,19,21,20,20,21,21,21,19,19,20,20,20,21,21,20,21,21,21,20,19,18,19,21,21,20,20,21,21,21,20,18,20,20,21,19,18,18,19,19,21,20,20,19,21,21,20,20,20,20,21,21,22,21,20,19,17,18,18,20,20,20,19,20,19,20,20,19,19,19,19,20,20,21,21,21,21,20
Guam,US,13.4443,144.7937,24,24,24,24,24,24,24,25,25,24,25,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,25,25,24,24,24,24,24,23,24,23,24,24,24,24,23,24,23,24,24,24,23,24,24,24,24,24,24,25,25,25,24,24,23,23,24,24,24,24,25,24,24,25,25,25,25
,Kosovo,42.6026,20.903000000000002,-6,-8,-8,-1,-3,-7,-8,-8,-8,-3,-2,-4,-3,-3,-4,-6,-5,-2,-3,-8,-7,-5,-8,-4,-1,0,-1,4,-2,-5,-1,-1,1,2,0,-3,-5,-3,-6,-3,5,0,-3,-2,3,-4,-4,-2,1,1,-2,0,-5,0,-2,4,4,-3,-2,-4,3,3,5,1,-1,4,2,-2,2,-1,1,2,4,2,-1,-3,0,-1,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,-14,-4,-3,-8,-14,-17,-23,-17,-17,-24,-17,-20,-23,-24,-22,-24,-29,-24,-25,-24,-24,-22,-13,-19,-20,-15,-14,-18,-19,-20,-16,-21,-17,-11,-7,-13,-20,-20,-21,-26,-17,-19,-16,-14,-28,-24,-20,-14,-24,-17,-22,-25,-19,-9,-22,-11,-20,-24,-22,-9,-17,-18,-13,-12,-5,-10,-15,-22,-26,-26,-19,-16,-18,-6,-8,-21,-15,-5,-16
Prince Edward Island,Canada,46.5107,-63.4168,0,-1,-3,0,-1,-5,-7,-6,-4,-10,-1,-4,-6,-6,-6,-8,-8,-14,-15,-4,-13,-15,-8,-4,-11,-6,0,-5,-5,-11,-10,-11,-4,-7,-5,-3,-12,-5,-8,-15,-11,-9,-3,-4,-13,-20,-10,-5,-13,-6,-16,-19,-11,-6,-5,-1,-4,-3,-3,-7,-3,-5,-2,0,0,-4,-7,-7,-7,-8,-2,-5,-8,0,-6,-7,-8,-1,-6
,Central African Republic,6.6111,20.9394,18,18,17,19,19,19,20,21,19,16,15,14,15,17,18,17,19,18,18,16,16,15,14,14,16,15,16,16,16,18,16,16,17,18,18,18,22,20,22,21,19,16,16,18,19,19,21,23,20,23,20,22,20,19,19,22,19,20,24,24,21,20,20,20,22,22,22,22,25,24,23,20,19,23,22,23,22,23,23
,Congo (Brazzaville),-4.0383,21.7587,20,21,21,21,20,22,22,21,21,20,19,20,21,22,23,21,21,21,21,22,22,22,22,22,21,22,23,21,21,20,21,21,20,20,20,19,21,23,20,20,19,21,21,21,21,21,21,21,22,21,21,23,22,22,20,21,22,20,20,21,22,21,19,22,23,21,22,21,21,21,22,20,21,22,23,21,20,20,21
,Equatorial Guinea,1.5,10.0,20,21,21,21,22,21,20,20,19,19,19,20,21,21,21,21,19,19,20,20,20,20,20,19,19,21,21,21,21,22,21,21,21,20,20,20,20,21,21,20,20,21,20,20,20,21,22,19,20,21,21,20,22,21,21,21,19,21,22,21,21,21,22,21,22,21,20,19,21,22,21,21,21,21,21,22,22,22,21
Mayotte,France,-12.8275,45.1662,26,26,25,25,25,25,25,25,25,25,24,24,24,25,25,24,25,26,25,26,26,25,24,24,23,24,25,25,25,25,25,24,25,24,25,25,25,24,25,25,25,26,25,25,26,26,26,26,26,25,25,24,25,25,25,25,25,25,25,26,25,25,25,25,26,25,26,25,26,26,26,26,26,26,26,25,25,25,25
,Uzbekistan,41.3775,64.5853,-1,-1,1,-5,-1,-5,-6,-5,-1,-1,-2,-4,-5,-3,-1,-6,-5,-2,-1,-2,-5,-4,3,0,-3,-3,-6,-4,-3,-2,0,3,3,1,3,-1,2,5,10,2,-3,0,-4,0,3,-3,-1,-2,-7,-3,1,2,1,1,5,13,0,-1,0,4,6,3,0,0,2,-6,-5,-3,0,2,3,5,7,9,12,10,10,8,9
Netherlands,Netherlands,52.1326,5.2913,-1,4,3,4,4,3,6,7,6,2,3,4,6,9,3,6,3,2,0,0,0,3,0,-1,0,4,5,3,4,7,10,6,8,4,0,2,0,2,5,6,3,3,2,3,5,11,5,4,3,3,2,6,6,2,4,1,1,0,2,4,2,0,2,3,3,0,7,5,5,7,6,5,1,6,4,2,5,6,5
Nova Scotia,Canada,44.681999999999995,-63.7443,1,0,-1,0,0,-6,-6,-4,-5,-13,2,0,-6,-4,-4,-6,-9,-15,-13,-5,-13,-15,-8,-4,-7,-1,0,-3,-5,-11,-8,-7,-2,-5,-2,0,-8,-3,-6,-12,-7,-1,0,-2,-11,-18,-8,-1,-11,-3,-10,-15,-9,-4,-1,-1,0,0,-1,-4,-2,-3,0,2,0,-3,-6,-7,-2,-3,2,-3,-2,2,-4,-7,-6,0,-2
Guadeloupe,France,16.25,-61.5833,22,23,22,23,22,22,22,23,23,23,23,23,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22,23,23,23,23,22,23,22,22,22,22,22,22,22,22,22,21,21,21,22,22,22,21,21,21,22,21,22,22,22,22,22,22,21,23,22,22,22,22,21,21,22,22,23
,Benin,9.3077,2.3158,16,13,14,14,15,17,19,20,18,21,22,21,19,19,19,18,17,17,16,18,19,18,17,17,15,14,15,15,15,15,17,16,14,13,14,16,18,18,18,21,19,19,15,15,16,16,15,17,17,18,19,19,19,20,19,17,19,21,21,21,22,22,22,23,22,22,23,24,23,24,22,24,23,21,20,23,24,25,23
,Liberia,6.4281,-9.4295,19,18,16,15,15,17,19,20,20,22,21,20,20,19,20,20,21,21,21,22,21,20,20,18,21,22,22,20,22,20,21,22,20,21,20,20,20,20,21,21,22,21,18,17,18,20,21,20,21,22,22,21,22,22,21,22,22,23,22,21,22,23,22,23,22,22,21,21,21,21,22,23,23,23,21,22,22,22,21
Curacao,Netherlands,12.1696,-68.99,25,24,25,25,24,24,24,25,24,25,25,25,25,23,24,25,24,24,25,24,25,24,24,23,24,24,24,24,24,24,24,25,25,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,Somalia,5.1521,46.1996,22,22,20,21,22,23,22,21,19,21,23,22,22,20,17,18,19,20,20,20,20,22,23,23,23,22,22,20,18,19,18,18,19,18,18,18,18,17,17,18,19,19,19,22,21,21,20,19,20,20,21,21,18,19,21,23,19,18,17,17,17,18,17,18,21,22,19,20,20,19,20,22,23,23,23,23,20,22,23
,Tanzania,-6.369,34.8888,17,18,17,17,18,18,17,18,16,17,17,16,16,17,17,17,18,18,18,19,20,18,17,18,18,18,17,16,16,15,17,16,17,16,17,17,16,17,16,16,17,18,17,17,16,16,16,17,17,18,17,17,18,19,18,17,16,17,16,17,17,17,17,16,17,17,17,17,17,17,17,18,17,16,18,17,17,17,15
Virgin Islands,US,18.3358,-64.8963,24,24,23,24,23,23,23,24,23,24,23,24,23,23,22,23,23,23,22,22,23,23,24,22,22,23,22,23,23,23,24,23,23,23,23,23,24,24,24,23,23,23,24,23,24,23,23,23,23,23,23,22,23,23,23,22,23,22,23,23,22,22,23,23,23,23,23,22,23,23,23,23,23,23,23,22,23,23,23
Cayman Islands,United Kingdom,19.3133,-81.2546,25,25,25,26,25,23,24,24,24,25,25,25,25,25,24,24,25,24,24,24,24,20,19,22,22,23,23,23,23,24,24,25,25,23,24,24,25,25,25,25,25,25,25,24,25,24,24,24,24,25,24,24,24,23,24,24,24,24,23,22,21,23,24,24,25,25,25,22,23,23,23,23,24,24,24,24,24,24,24
Reunion,France,-21.1351,55.2471,25,25,24,24,25,25,25,25,24,24,25,25,26,26,26,26,26,27,26,25,25,26,25,25,23,23,23,23,24,24,25,25,25,25,25,25,25,24,24,24,25,26,26,26,26,26,25,24,24,24,24,24,25,25,25,26,25,25,25,25,25,26,26,26,26,25,25,25,26,26,26,26,25,25,25,25,24,25,23
,Barbados,13.1939,-59.5432,22,23,22,22,22,21,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,21,21,21,22,21,22,22,22,22,21,21,21,22,22,22,22,22,22,22,21,21,22,21,21,21,21,22,22
,Montenegro,42.5,19.3,-1,0,1,2,-2,-2,0,0,0,2,1,2,2,2,3,1,2,3,0,0,1,2,1,4,5,4,3,6,1,0,2,4,5,6,1,-2,-2,-1,0,0,5,5,2,3,2,1,3,3,3,4,0,0,1,2,5,7,3,1,-2,0,6,8,4,1,3,5,3,2,2,2,6,7,7,5,2,3,4,3,5
,Kyrgyzstan,41.2044,74.7661,-15,-15,-15,-16,-16,-14,-15,-17,-16,-14,-11,-9,-9,-12,-14,-18,-19,-19,-17,-16,-15,-14,-17,-12,-13,-14,-16,-19,-19,-20,-20,-18,-15,-15,-15,-13,-16,-16,-14,-11,-8,-9,-7,-10,-13,-11,-15,-11,-15,-15,-14,-11,-9,-7,-6,-9,-5,-5,-4,-7,-7,-6,-4,-7,-6,-9,-10,-8,-10,-10,-7,-5,-6,-5,-6,-5,-3,-2,-2
,Mauritius,-20.2,57.5,24,23,23,23,22,24,24,23,22,21,24,23,23,24,24,25,24,24,25,25,24,24,25,25,23,22,21,21,21,22,24,24,24,24,24,24,24,23,22,23,25,25,24,24,24,24,23,23,23,22,23,22,22,22,24,22,23,24,23,24,23,25,24,25,26,25,23,24,24,24,25,25,23,22,22,22,22,21,22
Aruba,Netherlands,12.5186,-70.0358,25,25,25,25,24,24,24,25,24,25,25,25,24,24,24,25,24,24,24,24,25,24,24,24,24,24,24,24,25,24,25,25,25,25,24,24,24,25,25,24,24,24,24,24,24,24,23,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,25,24,24,24,24,25,24,24,24,24,24,25,24,24,24,24,24
,Zambia,-15.4167,28.2833,18,18,17,18,17,17,18,17,17,17,16,16,17,17,16,17,17,18,18,17,17,16,16,15,15,15,17,16,16,16,15,15,15,17,17,16,17,17,17,17,17,17,17,17,17,17,18,17,17,16,17,17,18,18,17,16,15,15,17,16,15,15,16,15,13,15,16,15,15,16,16,17,16,17,17,17,16,15,15
,Djibouti,11.8251,42.5903,16,16,16,16,17,17,16,16,15,16,15,16,15,15,14,13,13,14,14,14,14,16,16,16,16,16,15,15,14,14,14,15,15,14,15,15,15,15,15,15,16,16,16,15,14,15,15,16,16,15,16,16,16,15,16,15,16,15,16,16,15,16,15,16,16,16,16,16,16,17,16,16,16,16,17,18,18,18,18
,"Gambia, The",13.4432,-15.3101,18,19,18,17,16,15,15,17,17,18,19,20,18,19,18,19,19,20,18,19,22,24,23,24,20,23,19,18,19,22,22,17,19,18,20,19,19,21,20,18,18,20,24,23,24,22,22,24,19,19,21,20,22,27,25,25,24,20,20,21,20,20,19,20,17,18,18,19,19,19,23,23,23,22,19,19,19,19,20
Montserrat,United Kingdom,16.7425,-62.1874,23,23,23,23,22,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,23,22,22,22,22,22,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,21,21,22,22,22,22,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22
,"Bahamas, The",25.0343,-77.3963,22,21,23,23,22,19,19,20,20,21,22,23,22,22,21,21,21,20,20,21,20,15,20,19,19,20,19,20,20,21,20,22,19,18,19,20,22,23,20,21,21,22,22,23,22,22,21,22,22,23,22,22,20,19,19,21,22,21,18,17,17,18,20,22,23,23,20,17,19,20,20,20,21,21,21,21,21,21,21
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-37,-33,-36,-34,-34,-38,-37,-32,-36,-42,-37,-31,-32,-34,-33,-33,-40,-39,-42,-39,-37,-40,-30,-34,-38,-40,-40,-49,-50,-44,-52,-49,-48,-52,-53,-41,-33,-27,-38,-41,-37,-34,-43,-40,-33,-43,-42,-43,-45,-53,-45,-41,-47,-41
New Caledonia,France,-20.9043,165.618,23,23,23,23,24,23,23,23,24,24,23,24,24,24,24,23,24,24,23,23,23,23,24,24,24,24,24,24,23,24,24,25,25,25,24,25,25,25,25,25,24,26,26,26,26,25,25,24,25,25,25,25,25,25,24,25,24,24,25,25,25,24,24,25,25,25,25,26,25,25,26,26,26,24,26,24,23,24,24
Bermuda,United Kingdom,32.3078,-64.7505,19,17,16,19,20,15,16,18,16,15,16,18,18,18,18,18,15,11,13,18,14,15,16,16,18,17,17,16,15,14,14,14,18,16,17,17,17,18,19,16,16,17,19,18,19,17,16,17,17,18,19,17,14,14,14,15,17,18,17,16,14,13,14,17,19,18,16,13,14,15,16,18,18,18,17,16,16,17,17
